date,store_id,sku,predicted_sales_units,off_sales_alert,oos_alert,zero_sales_flag,phantom_inventory,phantom_inventory_ind
2019-08-27,371,64,0.0,0,0,0,0.0,0
2019-08-28,371,64,0.0,0,0,0,2.0,0
2019-08-29,371,64,0.0,0,0,0,0.0,0
2019-08-30,371,64,0.0,0,0,0,0.0,0
2019-08-31,371,64,0.0,0,0,0,0.0,0
2019-09-01,371,64,0.0,0,0,0,9.0,1
2019-09-02,371,64,0.0,0,0,0,0.0,0
2019-09-03,371,64,0.0,0,0,0,4.0,0
2019-09-04,371,64,2.0,0,0,0,-2.0,0
2019-09-05,371,64,0.0,0,0,0,0.0,0
2019-09-06,371,64,0.0,0,0,0,3.0,0
2019-09-07,371,64,2.0,0,0,0,0.0,0
2019-09-08,371,64,3.0,0,0,0,-2.0,0
2019-09-09,371,64,1.0,0,0,0,0.0,0
2019-09-10,371,64,0.0,0,0,0,0.0,0
2019-09-11,371,64,0.0,0,0,0,0.0,0
2019-09-12,371,64,3.0,0,0,0,0.0,0
2019-09-13,371,64,1.0,0,0,0,0.0,0
2019-09-14,371,64,0.0,0,0,0,-2.0,0
2019-09-15,371,64,2.0,0,0,0,-2.0,0
2019-09-16,371,64,4.0,0,0,0,-2.0,0
2019-09-17,371,64,4.0,0,0,0,-2.0,0
2019-09-18,371,64,4.0,0,0,0,0.0,0
2019-09-19,371,64,1.0,0,0,0,0.0,0
2019-09-20,371,64,0.0,0,0,0,0.0,0
2019-09-21,371,64,0.0,0,0,0,0.0,0
2019-09-22,371,64,0.0,0,0,0,9.0,1
2019-09-23,371,64,2.0,0,0,0,0.0,0
2019-09-24,371,64,0.0,0,0,0,-2.0,0
2019-09-25,371,64,0.0,0,0,0,0.0,0
2019-09-26,371,64,0.0,0,0,0,-2.0,0
2019-09-27,371,64,3.0,0,0,0,0.0,0
2019-09-28,371,64,1.0,0,0,0,0.0,0
2019-09-29,371,64,3.0,0,0,0,0.0,0
2019-09-30,371,64,1.0,0,0,0,0.0,0
2019-10-01,371,64,0.0,0,0,0,-2.0,0
2019-10-02,371,64,0.0,0,0,0,-2.0,0
2019-10-03,371,64,3.0,0,0,0,0.0,0
2019-10-04,371,64,1.0,0,0,0,0.0,0
2019-10-05,371,64,0.0,0,0,0,0.0,0
2019-10-06,371,64,0.0,0,0,0,1.0,0
2019-10-07,371,64,9.0,0,0,0,0.0,0
2019-10-08,371,64,2.0,0,0,0,0.0,0
2019-10-09,371,64,0.0,0,0,0,0.0,0
2019-10-10,371,64,0.0,0,0,0,0.0,0
2019-10-11,371,64,0.0,0,0,0,0.0,0
2019-10-12,371,64,0.0,0,0,0,0.0,0
2019-10-13,371,64,0.0,0,0,0,0.0,0
2019-10-14,371,64,0.0,0,0,0,0.0,0
2019-10-15,371,64,0.0,0,0,0,0.0,0
2019-10-16,371,64,0.0,0,0,0,-24.0,1
2019-10-17,371,64,0.0,0,0,0,0.0,0
2019-10-18,371,64,0.0,0,0,1,0.0,0
2019-10-19,371,64,0.0,0,0,1,9.0,1
2019-10-20,371,64,0.0,0,1,1,0.0,0
2019-10-21,371,64,0.0,0,1,1,0.0,0
2019-10-22,371,64,0.0,0,1,0,-2.0,0
2019-10-23,371,64,4.0,0,1,0,0.0,0
2019-10-24,371,64,1.0,0,1,0,0.0,0
2019-10-25,371,64,0.0,0,1,0,1.0,0
2019-10-26,371,64,4.0,0,1,0,0.0,0
2019-10-27,371,64,1.0,0,1,0,0.0,0
2019-10-28,371,64,0.0,0,1,0,0.0,0
2019-10-29,371,64,0.0,0,1,0,0.0,0
2019-10-30,371,64,0.0,0,1,0,0.0,0
2019-10-31,371,64,0.0,0,1,0,0.0,0
2019-11-01,371,64,0.0,0,1,0,0.0,0
2019-11-02,371,64,0.0,0,1,0,0.0,0
2019-11-03,371,64,0.0,0,1,0,0.0,0
2019-11-04,371,64,0.0,0,1,0,0.0,0
2019-11-05,371,64,0.0,0,1,0,6.0,0
2019-11-06,371,64,0.0,0,0,1,12.0,1
2019-11-07,371,64,0.0,0,1,1,0.0,0
2019-11-08,371,64,0.0,0,1,1,0.0,0
2019-11-09,371,64,0.0,0,1,1,-10.0,1
2019-11-10,371,64,0.0,0,1,1,0.0,0
2019-11-11,371,64,0.0,0,1,1,0.0,0
2019-11-12,371,64,0.0,0,1,0,2.0,0
2019-11-13,371,64,2.0,0,1,0,0.0,0
2019-11-14,371,64,0.0,0,1,0,7.0,1
2019-11-15,371,64,0.0,0,1,0,0.0,0
2019-11-16,371,64,0.0,0,1,0,0.0,0
2019-11-17,371,64,0.0,0,1,0,-14.0,1
2019-11-18,371,64,0.0,0,1,0,0.0,0
2019-11-19,371,64,0.0,0,1,0,2.0,0
2019-11-20,371,64,2.0,0,1,0,-2.0,0
2019-11-21,371,64,8.0,0,1,0,0.0,0
2019-11-22,371,64,2.0,0,0,0,3.0,0
2019-11-23,371,64,4.0,0,0,0,0.0,0
2019-11-24,371,64,1.0,0,0,0,1.0,0
2019-11-25,371,64,3.0,0,0,0,0.0,0
2019-11-26,371,64,1.0,0,0,0,0.0,0
2019-11-27,371,64,0.0,0,0,0,0.0,0
2019-11-28,371,64,0.0,0,0,0,0.0,0
2019-11-29,371,64,0.0,0,0,0,0.0,0
2019-11-30,371,64,0.0,0,0,0,0.0,0
2019-12-01,371,64,0.0,0,0,0,0.0,0
2019-12-02,371,64,0.0,0,0,0,-2.0,0
2019-12-03,371,64,0.0,0,0,0,0.0,0
2019-12-04,371,64,0.0,0,0,0,0.0,0
2019-12-05,371,64,0.0,0,0,0,0.0,0
2019-12-06,371,64,0.0,0,0,0,-26.0,1
2019-12-07,371,64,4.0,0,0,0,0.0,0
2019-12-08,371,64,1.0,0,0,0,1.0,0
2019-12-09,371,64,3.0,0,0,0,0.0,0
2019-12-10,371,64,1.0,0,0,0,1.0,0
2019-12-11,371,64,0.0,0,0,0,0.0,0
2019-12-12,371,64,0.0,0,0,0,0.0,0
2019-12-13,371,64,0.0,0,0,0,0.0,0
2019-12-14,371,64,0.0,0,0,0,0.0,0
2019-12-15,371,64,0.0,0,0,0,0.0,0
2019-12-16,371,64,0.0,0,0,0,4.0,0
2019-12-17,371,64,0.0,0,0,0,10.0,1
2019-12-18,371,64,2.0,0,0,0,0.0,0
2019-12-19,371,64,0.0,0,0,0,0.0,0
2019-12-20,371,64,0.0,0,0,0,0.0,0
2019-12-21,371,64,0.0,0,0,0,0.0,0
2019-12-22,371,64,0.0,0,0,0,0.0,0
2019-12-23,371,64,0.0,0,0,0,0.0,0
2019-12-24,371,64,0.0,0,0,0,-5.0,0
2019-12-25,371,64,2.0,0,0,0,0.0,0
2019-12-26,371,64,0.0,0,1,0,-4.0,0
2019-12-27,371,64,9.0,0,0,0,0.0,0
2019-12-28,371,64,7.0,0,0,0,0.0,0
2019-12-29,371,64,1.0,0,0,0,1.0,0
2019-12-30,371,64,0.0,0,0,0,0.0,0
2019-12-31,371,64,0.0,0,0,0,0.0,0
2020-01-01,371,64,0.0,0,0,0,0.0,0
2020-01-02,371,64,0.0,0,0,0,0.0,0
2020-01-03,371,64,0.0,0,0,0,-2.0,0
2020-01-04,371,64,0.0,0,0,0,0.0,0
2020-01-05,371,64,0.0,0,0,0,4.0,0
2020-01-06,371,64,2.0,0,0,0,0.0,0
2020-01-07,371,64,0.0,0,0,0,-2.0,0
2020-01-08,371,64,0.0,0,0,0,0.0,0
2020-01-09,371,64,0.0,0,0,0,0.0,0
2020-01-10,371,64,0.0,0,0,0,4.0,0
2020-01-11,371,64,2.0,0,0,0,0.0,0
2020-01-12,371,64,0.0,0,0,0,0.0,0
2020-01-13,371,64,0.0,0,0,0,-3.0,0
2020-01-14,371,64,4.0,0,0,0,-11.0,1
2020-01-15,371,64,1.0,0,0,0,0.0,0
2020-01-16,371,64,0.0,0,0,0,0.0,0
2020-01-17,371,64,0.0,0,0,0,-1.0,0
2020-01-18,371,64,4.0,0,0,0,-2.0,0
2020-01-19,371,64,5.0,0,0,0,-2.0,0
2020-01-20,371,64,4.0,0,0,0,0.0,0
2020-01-21,371,64,1.0,0,0,0,0.0,0
2020-01-22,371,64,0.0,0,0,0,0.0,0
2020-01-23,371,64,0.0,0,0,0,0.0,0
2020-01-24,371,64,0.0,0,0,0,-12.0,1
2020-01-25,371,64,3.0,0,0,0,-2.0,0
2020-01-26,371,64,1.0,0,0,0,0.0,0
2020-01-27,371,64,0.0,0,0,0,0.0,0
2020-01-28,371,64,0.0,0,0,0,10.0,1
2020-01-29,371,64,3.0,0,0,0,-12.0,1
2020-01-30,371,64,7.0,0,0,0,-2.0,0
2020-01-31,371,64,4.0,0,0,0,0.0,0
2020-02-01,371,64,1.0,0,0,0,0.0,0
2020-02-02,371,64,0.0,0,0,0,0.0,0
2020-02-03,371,64,0.0,0,0,0,2.0,0
2020-02-04,371,64,0.0,0,0,0,-2.0,0
2020-02-05,371,64,0.0,0,0,0,-2.0,0
2020-02-06,371,64,2.0,0,0,0,10.0,1
2020-02-07,371,64,4.0,0,0,0,0.0,0
2020-02-08,371,64,1.0,0,0,0,0.0,0
2020-02-09,371,64,0.0,0,0,0,0.0,0
2020-02-10,371,64,0.0,0,0,0,0.0,0
2020-02-11,371,64,0.0,0,0,0,8.0,1
2020-02-12,371,64,2.0,0,0,0,0.0,0
2020-02-13,371,64,0.0,0,0,0,-14.0,1
2020-02-14,371,64,2.0,0,0,0,0.0,0
2020-02-15,371,64,0.0,0,0,0,0.0,0
2020-02-16,371,64,0.0,0,0,0,0.0,0
2020-02-17,371,64,0.0,0,0,0,2.0,0
2020-02-18,371,64,0.0,0,0,0,0.0,0
2020-02-19,371,64,0.0,0,0,0,0.0,0
2020-02-20,371,64,0.0,0,0,0,0.0,0
2020-02-21,371,64,0.0,0,0,0,5.0,0
2020-02-22,371,64,2.0,0,0,0,0.0,0
2020-02-23,371,64,4.0,0,0,0,0.0,0
2020-02-24,371,64,1.0,0,0,0,0.0,0
2020-02-25,371,64,0.0,0,0,0,-2.0,0
2020-02-26,371,64,5.0,0,0,0,0.0,0
2020-02-27,371,64,1.0,0,0,0,0.0,0
2020-02-28,371,64,0.0,0,0,0,0.0,0
2020-02-29,371,64,0.0,0,0,0,0.0,0
2020-03-01,371,64,0.0,0,0,0,0.0,0
2020-03-02,371,64,0.0,0,0,0,0.0,0
2020-03-03,371,64,0.0,0,0,0,-9.0,1
2020-03-04,371,64,0.0,0,0,0,0.0,0
2020-03-05,371,64,0.0,0,0,0,-2.0,0
2020-03-06,371,64,7.0,0,0,0,0.0,0
2020-03-07,371,64,1.0,0,0,0,13.0,1
2020-03-08,371,64,6.0,0,1,0,0.0,0
2020-03-09,371,64,1.0,0,0,0,-10.0,1
2020-03-10,371,64,0.0,0,0,0,0.0,0
2020-03-11,371,64,0.0,0,0,0,0.0,0
2020-03-12,371,64,0.0,0,0,0,0.0,0
2020-03-13,371,64,0.0,0,0,0,0.0,0
2020-03-14,371,64,0.0,0,0,0,0.0,0
2020-03-15,371,64,0.0,0,0,0,0.0,0
2020-03-16,371,64,0.0,0,0,0,0.0,0
2020-03-17,371,64,0.0,0,0,0,0.0,0
2020-03-18,371,64,0.0,0,0,0,0.0,0
2020-03-19,371,64,0.0,0,0,1,0.0,0
2020-03-20,371,64,0.0,0,0,1,0.0,0
2020-03-21,371,64,0.0,0,0,1,0.0,0
2020-03-22,371,64,0.0,0,0,1,0.0,0
2020-03-23,371,64,0.0,0,0,1,0.0,0
2020-03-24,371,64,0.0,0,0,1,0.0,0
2020-03-25,371,64,0.0,0,0,0,-4.0,0
2020-03-26,371,64,6.0,0,0,0,12.0,1
2020-03-27,371,64,4.0,0,0,0,0.0,0
2020-03-28,371,64,1.0,0,0,0,0.0,0
2020-03-29,371,64,0.0,0,0,0,0.0,0
2020-03-30,371,64,0.0,0,0,0,0.0,0
2020-03-31,371,64,0.0,0,0,0,0.0,0
2020-04-01,371,64,0.0,0,0,0,0.0,0
2020-04-02,371,64,0.0,0,0,0,0.0,0
2020-04-03,371,64,0.0,0,0,0,0.0,0
2020-04-04,371,64,0.0,0,0,0,-14.0,1
2020-04-05,371,64,0.0,0,0,0,0.0,0
2020-04-06,371,64,0.0,0,0,0,0.0,0
2020-04-07,371,64,0.0,0,0,1,0.0,0
2020-04-08,371,64,0.0,0,0,0,-2.0,0
2020-04-09,371,64,2.0,0,0,0,-2.0,0
2020-04-10,371,64,0.0,0,0,0,0.0,0
2020-04-11,371,64,0.0,0,0,0,0.0,0
2020-04-12,371,64,4.0,0,0,0,0.0,0
2020-04-13,371,64,1.0,0,0,0,2.0,0
2020-04-14,371,64,0.0,0,0,0,0.0,0
2020-04-15,371,64,0.0,0,0,0,0.0,0
2020-04-16,371,64,0.0,0,0,0,0.0,0
2020-04-17,371,64,0.0,0,0,0,0.0,0
2020-04-18,371,64,0.0,0,0,0,2.0,0
2020-04-19,371,64,0.0,0,0,0,0.0,0
2020-04-20,371,64,0.0,0,0,0,0.0,0
2020-04-21,371,64,2.0,0,0,0,-2.0,0
2020-04-22,371,64,0.0,0,0,0,0.0,0
2020-04-23,371,64,0.0,0,0,0,0.0,0
2020-04-24,371,64,0.0,0,0,0,0.0,0
2020-04-25,371,64,0.0,0,0,0,0.0,0
2020-04-26,371,64,0.0,0,0,0,0.0,0
2020-04-27,371,64,0.0,0,1,0,6.0,1
2020-04-28,371,64,2.0,0,1,0,0.0,0
2020-04-29,371,64,0.0,0,1,0,0.0,0
2020-04-30,371,64,0.0,0,1,0,1.0,0
2020-05-01,371,64,4.0,0,1,0,0.0,0
2020-05-02,371,64,1.0,0,1,0,-2.0,0
2020-05-03,371,64,0.0,0,1,0,0.0,0
2020-05-04,371,64,2.0,0,1,0,0.0,0
2020-05-05,371,64,0.0,0,1,0,0.0,0
2020-05-06,371,64,0.0,0,1,0,0.0,0
2020-05-07,371,64,0.0,0,1,0,0.0,0
2020-05-08,371,64,0.0,0,1,0,0.0,0
2020-05-09,371,64,0.0,0,1,0,0.0,0
2020-05-10,371,64,0.0,0,1,0,0.0,0
2020-05-11,371,64,0.0,0,1,0,0.0,0
2020-05-12,371,64,0.0,0,1,0,0.0,0
2020-05-13,371,64,0.0,0,1,0,0.0,0
2020-05-14,371,64,0.0,0,1,0,0.0,0
2020-05-15,371,64,0.0,0,1,1,0.0,0
2020-05-16,371,64,0.0,0,1,1,0.0,0
2020-05-17,371,64,0.0,0,1,1,0.0,0
2020-05-18,371,64,0.0,0,1,1,0.0,0
2020-05-19,371,64,0.0,0,1,1,0.0,0
2020-05-20,371,64,0.0,0,1,1,0.0,0
2020-05-21,371,64,0.0,0,1,1,0.0,0
2020-05-22,371,64,0.0,0,1,1,0.0,0
2020-05-23,371,64,0.0,0,1,1,0.0,0
2020-05-24,371,64,0.0,0,1,1,0.0,0
2020-05-25,371,64,0.0,0,1,1,0.0,0
2020-05-26,371,64,0.0,0,1,1,0.0,0
2020-05-27,371,64,0.0,0,1,1,0.0,0
2020-05-28,371,64,0.0,0,1,1,0.0,0
2020-05-29,371,64,0.0,0,1,1,0.0,0
2020-05-30,371,64,0.0,0,1,1,0.0,0
2020-05-31,371,64,0.0,0,1,1,0.0,0
2020-06-01,371,64,0.0,0,1,1,0.0,0
2020-06-02,371,64,0.0,0,1,1,0.0,0
2020-06-03,371,64,0.0,0,1,1,0.0,0
2020-06-04,371,64,0.0,0,1,1,0.0,0
2020-06-05,371,64,0.0,0,1,1,0.0,0
2020-06-06,371,64,0.0,0,1,1,0.0,0
2020-06-07,371,64,0.0,0,1,1,0.0,0
2020-06-08,371,64,0.0,0,1,1,0.0,0
2020-06-09,371,64,0.0,0,1,1,0.0,0
2020-06-10,371,64,0.0,0,1,1,0.0,0
2020-06-11,371,64,0.0,0,1,1,0.0,0
2020-06-12,371,64,0.0,0,1,1,0.0,0
2020-06-13,371,64,0.0,0,1,1,0.0,0
2020-06-14,371,64,0.0,0,1,1,0.0,0
2020-06-15,371,64,0.0,0,1,1,0.0,0
2020-06-16,371,64,0.0,0,1,1,0.0,0
2020-06-17,371,64,0.0,0,1,1,0.0,0
2020-06-18,371,64,0.0,0,1,1,0.0,0
2020-06-19,371,64,0.0,0,1,1,0.0,0
2020-06-20,371,64,0.0,0,1,1,0.0,0
2020-06-21,371,64,0.0,0,1,1,0.0,0
2020-06-22,371,64,0.0,0,1,1,0.0,0
2020-06-23,371,64,0.0,0,1,1,0.0,0
2020-06-24,371,64,0.0,0,1,1,0.0,0
2020-06-25,371,64,0.0,0,1,1,0.0,0
2020-06-26,371,64,0.0,0,1,1,0.0,0
2020-06-27,371,64,0.0,0,1,1,0.0,0
2020-06-28,371,64,0.0,0,1,1,0.0,0
2020-06-29,371,64,0.0,0,1,1,0.0,0
2020-06-30,371,64,0.0,0,1,1,0.0,0
2020-07-01,371,64,0.0,0,1,1,0.0,0
2020-07-02,371,64,0.0,0,1,1,0.0,0
2020-07-03,371,64,0.0,0,1,1,0.0,0
2020-07-04,371,64,0.0,0,1,1,0.0,0
2020-07-05,371,64,0.0,0,1,1,0.0,0
2020-07-06,371,64,0.0,0,1,1,0.0,0
2020-07-07,371,64,0.0,0,1,1,0.0,0
2020-07-08,371,64,0.0,0,1,1,0.0,0
2020-07-09,371,64,0.0,0,1,1,0.0,0
2020-07-10,371,64,0.0,0,1,1,0.0,0
2020-07-11,371,64,0.0,0,1,1,0.0,0
2020-07-12,371,64,0.0,0,1,1,0.0,0
2020-07-13,371,64,0.0,0,1,1,0.0,0
2020-07-14,371,64,0.0,0,1,1,0.0,0
2020-07-15,371,64,0.0,0,1,1,0.0,0
2020-07-16,371,64,0.0,0,1,1,0.0,0
2020-07-17,371,64,0.0,0,1,1,0.0,0
2020-07-18,371,64,0.0,0,1,1,0.0,0
2020-07-19,371,64,0.0,0,1,1,0.0,0
2020-07-20,371,64,0.0,0,1,1,0.0,0
2020-07-21,371,64,0.0,0,1,1,0.0,0
2020-07-22,371,64,0.0,0,1,1,0.0,0
2020-07-23,371,64,0.0,0,1,1,0.0,0
2020-07-24,371,64,0.0,0,1,1,0.0,0
2020-07-25,371,64,0.0,0,1,1,0.0,0
2020-07-26,371,64,0.0,0,1,1,0.0,0
2020-07-27,371,64,0.0,0,1,1,0.0,0
2020-07-28,371,64,0.0,0,1,1,0.0,0
2020-07-29,371,64,0.0,0,1,1,0.0,0
2020-07-30,371,64,0.0,0,1,1,0.0,0
2020-07-31,371,64,0.0,0,1,1,0.0,0
2020-08-01,371,64,0.0,0,1,1,0.0,0
2020-08-02,371,64,0.0,0,1,1,0.0,0
2020-08-03,371,64,0.0,0,1,1,0.0,0
2020-08-04,371,64,0.0,0,1,1,0.0,0
2020-08-05,371,64,0.0,0,1,1,0.0,0
2020-08-06,371,64,0.0,0,1,1,0.0,0
2020-08-07,371,64,0.0,0,1,1,0.0,0
2020-08-08,371,64,0.0,0,1,1,0.0,0
2020-08-09,371,64,0.0,0,1,1,0.0,0
2020-08-10,371,64,0.0,0,1,1,0.0,0
2020-08-11,371,64,0.0,0,1,1,0.0,0
2020-08-12,371,64,0.0,0,1,1,0.0,0
2020-08-13,371,64,0.0,0,1,1,0.0,0
2020-08-14,371,64,0.0,0,1,1,0.0,0
2020-08-15,371,64,0.0,0,1,1,0.0,0
2020-08-16,371,64,0.0,0,1,1,0.0,0
2020-08-17,371,64,0.0,0,1,1,0.0,0
2020-08-18,371,64,0.0,0,1,1,0.0,0
2020-08-19,371,64,0.0,0,1,1,0.0,0
2020-08-20,371,64,0.0,0,1,1,0.0,0
2020-08-21,371,64,0.0,0,1,1,0.0,0
2020-08-22,371,64,0.0,0,1,1,0.0,0
2020-08-23,371,64,0.0,0,1,1,0.0,0
2020-08-24,371,64,0.0,0,1,1,0.0,0
2020-08-25,371,64,0.0,0,1,1,0.0,0
2020-08-26,371,64,0.0,0,1,1,0.0,0
2020-08-27,371,64,0.0,0,1,1,0.0,0
2020-08-28,371,64,0.0,0,1,1,0.0,0
2020-08-29,371,64,0.0,0,1,1,0.0,0
2020-08-30,371,64,0.0,0,1,1,0.0,0
2020-08-31,371,64,0.0,0,1,1,0.0,0
2020-09-01,371,64,0.0,0,1,1,0.0,0
2020-09-02,371,64,0.0,0,1,1,0.0,0
2020-09-03,371,64,0.0,0,1,1,0.0,0
2020-09-04,371,64,0.0,0,1,1,0.0,0
2020-09-05,371,64,0.0,0,1,1,0.0,0
2020-09-06,371,64,0.0,0,1,1,0.0,0
2020-09-07,371,64,0.0,0,1,1,0.0,0
2020-09-08,371,64,0.0,0,1,1,0.0,0
2020-09-09,371,64,0.0,0,1,1,0.0,0
2020-09-10,371,64,0.0,0,1,1,0.0,0
2020-09-11,371,64,0.0,0,1,1,0.0,0
2020-09-12,371,64,0.0,0,1,1,0.0,0
2020-09-13,371,64,0.0,0,1,1,0.0,0
2020-09-14,371,64,0.0,0,1,1,0.0,0
2020-09-15,371,64,0.0,0,1,1,0.0,0
2020-09-16,371,64,0.0,0,1,1,0.0,0
2020-09-17,371,64,0.0,0,1,1,0.0,0
2020-09-18,371,64,0.0,0,1,1,0.0,0
2020-09-19,371,64,0.0,0,1,1,0.0,0
2020-09-20,371,64,0.0,0,1,1,0.0,0
2020-09-21,371,64,0.0,0,1,1,0.0,0
2020-09-22,371,64,0.0,0,1,1,0.0,0
2020-09-23,371,64,0.0,0,1,1,0.0,0
2020-09-24,371,64,0.0,0,1,1,0.0,0
2020-09-25,371,64,0.0,0,1,1,0.0,0
2020-09-26,371,64,0.0,0,1,1,0.0,0
2020-09-27,371,64,0.0,0,1,1,0.0,0
2020-09-28,371,64,0.0,0,1,1,0.0,0
2020-09-29,371,64,0.0,0,1,1,0.0,0
2020-09-30,371,64,0.0,0,1,1,0.0,0
2020-10-01,371,64,0.0,0,1,1,0.0,0
2020-10-02,371,64,0.0,0,1,1,0.0,0
2020-10-03,371,64,0.0,0,1,1,0.0,0
2020-10-04,371,64,0.0,0,1,1,0.0,0
2020-10-05,371,64,0.0,0,1,1,0.0,0
2020-10-06,371,64,0.0,0,1,1,0.0,0
2020-10-07,371,64,0.0,0,1,1,0.0,0
2020-10-08,371,64,0.0,0,1,1,0.0,0
2020-10-09,371,64,0.0,0,1,1,0.0,0
2020-10-10,371,64,0.0,0,1,1,0.0,0
2020-10-11,371,64,0.0,0,1,1,0.0,0
2020-10-12,371,64,0.0,0,1,1,0.0,0
2020-10-13,371,64,0.0,0,1,1,0.0,0
2020-10-14,371,64,0.0,0,1,1,0.0,0
2020-10-15,371,64,0.0,0,0,1,0.0,0
2020-10-16,371,64,0.0,0,0,1,0.0,0
2020-10-17,371,64,0.0,0,0,1,0.0,0
2020-10-18,371,64,0.0,0,0,1,0.0,0
2020-10-19,371,64,0.0,0,0,1,0.0,0
2020-10-20,371,64,0.0,0,0,1,0.0,0
2020-10-21,371,64,0.0,0,0,1,0.0,0
2020-10-22,371,64,0.0,0,0,1,0.0,0
2020-10-23,371,64,0.0,0,0,1,0.0,0
2020-10-24,371,64,0.0,0,0,1,0.0,0
2020-10-25,371,64,0.0,0,0,1,-36.0,1
2020-10-26,371,64,0.0,0,0,1,0.0,0
2020-10-27,371,64,0.0,0,0,1,0.0,0
2020-10-28,371,64,0.0,0,0,1,0.0,0
2020-10-29,371,64,0.0,0,0,1,0.0,0
2020-10-30,371,64,0.0,0,0,1,0.0,0
2020-10-31,371,64,0.0,0,0,1,2.0,0
2020-11-01,371,64,0.0,0,0,1,0.0,0
2020-11-02,371,64,0.0,0,0,1,0.0,0
2020-11-03,371,64,0.0,0,0,0,4.0,0
2020-11-04,371,64,5.0,0,0,0,0.0,0
2020-11-05,371,64,1.0,0,0,0,0.0,0
2020-11-06,371,64,0.0,0,0,0,0.0,0
2020-11-07,371,64,0.0,0,0,0,6.0,1
2020-11-08,371,64,0.0,0,0,0,0.0,0
2020-11-09,371,64,0.0,0,0,0,0.0,0
2020-11-10,371,64,0.0,0,0,0,7.0,1
2020-11-11,371,64,0.0,0,0,0,-2.0,0
2020-11-12,371,64,2.0,0,0,0,0.0,0
2020-11-13,371,64,3.0,0,0,0,0.0,0
2020-11-14,371,64,1.0,0,0,0,0.0,0
2020-11-15,371,64,0.0,0,0,0,0.0,0
2020-11-16,371,64,0.0,0,0,0,0.0,0
2020-11-17,371,64,0.0,0,0,0,0.0,0
2020-11-18,371,64,0.0,0,0,0,0.0,0
2020-11-19,371,64,0.0,0,0,0,7.0,1
2020-11-20,371,64,0.0,0,0,0,-2.0,0
2020-11-21,371,64,0.0,0,0,0,0.0,0
2020-11-22,371,64,0.0,0,0,0,0.0,0
2020-11-23,371,64,0.0,0,0,0,0.0,0
2020-11-24,371,64,0.0,0,0,0,-24.0,1
2020-11-25,371,64,11.0,0,0,0,0.0,0
2020-11-26,371,64,2.0,0,0,0,4.0,0
2020-11-27,371,64,0.0,0,0,0,-2.0,0
2020-11-28,371,64,5.0,0,0,0,0.0,0
2020-11-29,371,64,4.0,0,0,0,0.0,0
2020-11-30,371,64,1.0,0,0,0,0.0,0
2020-12-01,371,64,0.0,0,0,0,0.0,0
2020-12-02,371,64,0.0,0,0,0,-2.0,0
2020-12-03,371,64,0.0,0,0,0,0.0,0
2020-12-04,371,64,0.0,0,0,0,0.0,0
2020-12-05,371,64,0.0,0,0,0,-26.0,1
2020-12-06,371,64,3.0,0,0,0,16.0,1
2020-12-07,371,64,5.0,0,0,0,0.0,0
2020-12-08,371,64,1.0,0,0,0,0.0,0
2020-12-09,371,64,0.0,0,0,0,0.0,0
2020-12-10,371,64,0.0,0,0,0,0.0,0
2020-12-11,371,64,0.0,0,1,0,0.0,0
2020-12-12,371,64,0.0,0,1,0,0.0,0
2020-12-13,371,64,0.0,0,0,0,-37.0,1
2020-12-14,371,64,6.0,0,0,0,10.0,1
2020-12-15,371,64,4.0,0,0,0,0.0,0
2020-12-16,371,64,1.0,0,0,0,0.0,0
2020-12-17,371,64,0.0,0,0,0,-7.0,1
2020-12-18,371,64,3.0,0,0,0,-2.0,0
2020-12-19,371,64,1.0,0,0,0,0.0,0
2020-12-20,371,64,0.0,0,1,0,30.0,1
2020-12-21,371,64,3.0,0,1,0,0.0,0
2020-12-22,371,64,1.0,0,1,0,0.0,0
2020-12-23,371,64,0.0,0,0,0,-31.0,1
2020-12-24,371,64,6.0,0,0,0,0.0,0
2020-12-25,371,64,1.0,0,0,0,0.0,0
2020-12-26,371,64,0.0,0,1,0,1.0,0
2020-12-27,371,64,6.0,0,1,0,0.0,0
2020-12-28,371,64,1.0,0,0,0,-2.0,0
2020-12-29,371,64,0.0,0,0,0,0.0,0
2020-12-30,371,64,0.0,0,0,0,0.0,0
2020-12-31,371,64,3.0,0,0,0,0.0,0
2021-01-01,371,64,1.0,0,0,0,0.0,0
2021-01-02,371,64,0.0,0,0,0,-1.0,0
2021-01-03,371,64,0.0,0,0,0,-2.0,0
2021-01-04,371,64,3.0,0,0,0,4.0,0
2021-01-05,371,64,6.0,0,0,0,0.0,0
2021-01-06,371,64,1.0,0,0,0,-6.0,1
2021-01-07,371,64,6.0,0,0,0,0.0,0
2021-01-08,371,64,1.0,0,0,0,-2.0,0
2021-01-09,371,64,0.0,0,0,0,0.0,0
2021-01-10,371,64,0.0,0,0,0,0.0,0
2021-01-11,371,64,0.0,0,0,0,0.0,0
2021-01-12,371,64,0.0,0,0,0,-23.0,1
2021-01-13,371,64,3.0,0,0,0,-14.0,1
2021-01-14,371,64,1.0,0,0,0,0.0,0
2021-01-15,371,64,0.0,0,0,0,0.0,0
2021-01-16,371,64,0.0,0,0,0,4.0,0
2021-01-17,371,64,3.0,0,0,0,0.0,0
2021-01-18,371,64,1.0,0,0,0,-2.0,0
2021-01-19,371,64,0.0,0,0,0,0.0,0
2021-01-20,371,64,0.0,0,0,0,-1.0,0
